Kolumna1	Kolumna2	Kolumna3	Kolumna4	kg_trans	ilosc_kg	przed_przecena	PO_PRZECENIE	rabaty_suma	czy_wystepuje_rabat						
02/03/2022	Szampion	Z	091-99-74-175	536	3411	1286,4	1286,4	0	0						
05/03/2022	Jonagored	Z	091-99-74-175	495	3906	1732,5	1732,5	0	0						
18/03/2022	Ligol	Z	091-99-74-175	156	4062	530,4	530,4	0	0						
21/03/2022	Gala	Z	091-99-74-175	634	4696	2155,6	2155,6	0	0						
31/03/2022	Gala	Z	091-99-74-175	361	5057	1227,4	1227,4	0	0						
01/04/2022	Ligol	Z	091-99-74-175	343	5400	1166,2	1166,2	0	0						
02/04/2022	Szampion	Z	091-99-74-175	220	5620	528	528	0	0						
02/04/2022	Gloster	Z	091-99-74-175	433	6053	1472,2	1472,2	0	0						
07/04/2022	Ligol	Z	091-99-74-175	20	6073	68	68	0	0						
11/04/2022	Alwa	Z	091-99-74-175	133	6206	385,7	385,7	0	0						
12/04/2022	Gloster	Z	091-99-74-175	307	6513	1043,8	1043,8	0	0						
25/04/2022	Szampion	Z	091-99-74-175	178	6691	427,2	427,2	0	0						
06/05/2022	Ligol	Z	091-99-74-175	120	6811	408	408	0	0						
09/05/2022	Jonagold	Z	091-99-74-175	527	7338	1791,8	1791,8	0	0						
14/05/2022	Cortland	Z	091-99-74-175	358	7696	1145,6	1145,6	0	0						
20/05/2022	Gloster	Z	091-99-74-175	211	7907	717,4	717,4	0	0						
27/05/2022	Szampion	Z	091-99-74-175	526	8433	1262,4	1262,4	0	0						
31/05/2022	Gala	Z	091-99-74-175	575	9008	1955	1955	0	0						
17/06/2022	Papierowka	L	091-99-74-175	314	9322	1004,8	1004,8	0	0						
20/06/2022	Papierowka	L	091-99-74-175	177	9499	566,4	566,4	0	0						
23/06/2022	Papierowka	L	091-99-74-175	435	9934	1392	1392	0	0						
27/06/2022	Melba	L	091-99-74-175	177	10111	477,9	477,9	0	0						
18/07/2022	Melba	L	091-99-74-175	293	10404	791,1	791,1	0	0						
19/07/2022	Reneta	J	091-99-74-175	201	10605	703,5	703,5	0	0						
08/08/2022	Reneta	J	091-99-74-175	122	10727	427	427	0	0						
20/08/2022	Melba	L	091-99-74-175	261	10988	704,7	704,7	0	0						
05/09/2022	Reneta	J	091-99-74-175	132	11120	462	462	0	0						
24/09/2022	Delikates	J	091-99-74-175	342	11462	1094,4	1094,4	0	0						
10/10/2022	Reneta	J	091-99-74-175	178	11640	623	623	0	0						
12/10/2022	Delikates	J	091-99-74-175	292	11932	934,4	934,4	0	0						
17/10/2022	Antonowka	J	091-99-74-175	263	12195	841,6	841,6	0	0						
26/10/2022	Antonowka	J	091-99-74-175	489	12684	1564,8	1564,8	0	0						
31/10/2022	Delikates	J	091-99-74-175	41	12725	131,2	131,2	0	0						
04/11/2022	Delikates	J	091-99-74-175	179	12904	572,8	572,8	0	0						
08/11/2022	Reneta	J	091-99-74-175	311	13215	1088,5	1088,5	0	0						
18/11/2022	Reneta	J	091-99-74-175	16	13231	56	56	0	0						
18/11/2022	Lobo	J	091-99-74-175	417	13648	1042,5	1042,5	0	0						
22/11/2022	Delikates	J	091-99-74-175	213	13861	681,6	681,6	0	0						
05/12/2022	Alwa	Z	091-99-74-175	33	13894	95,7	95,7	0	0						
06/12/2022	Ligol	Z	091-99-74-175	347	14241	1179,8	1179,8	0	0						
15/12/2022	Idared	Z	091-99-74-175	167	14408	567,8	567,8	0	0						
23/12/2022	Jonagored	Z	091-99-74-175	572	14980	2002	2002	0	0						
26/12/2022	Cortland	Z	091-99-74-175	401	15381	1283,2	1263,15	20,05	1						
26/12/2022	Jonagold	Z	091-99-74-175	648	16029	2203,2	2170,8	32,4	1						
30/12/2022	Jonagold	Z	091-99-74-175	593	16622	2016,2	1986,55	29,65	1						
03/01/2022	Ligol	Z	093-96-93-428	284	284	965,6	965,6	0	0						
08/01/2022	Szampion	Z	093-96-93-428	306	590	734,4	734,4	0	0						
10/01/2022	Ligol	Z	093-96-93-428	372	962	1264,8	1264,8	0	0						
12/01/2022	Alwa	Z	093-96-93-428	412	1374	1194,8	1194,8	0	0						
10/02/2022	Gloster	Z	093-96-93-428	93	1467	316,2	316,2	0	0						
07/03/2022	Gloster	Z	093-96-93-428	165	1632	561	561	0	0						
10/03/2022	Cortland	Z	093-96-93-428	497	2129	1590,4	1590,4	0	0						
10/03/2022	Jonagold	Z	093-96-93-428	408	2537	1387,2	1387,2	0	0						
12/03/2022	Ligol	Z	093-96-93-428	359	2896	1220,6	1220,6	0	0						
31/03/2022	Idared	Z	093-96-93-428	294	3190	999,6	999,6	0	0						
01/04/2022	Gala	Z	093-96-93-428	609	3799	2070,6	2070,6	0	0						
11/04/2022	Ligol	Z	093-96-93-428	403	4202	1370,2	1370,2	0	0						
13/04/2022	Ligol	Z	093-96-93-428	200	4402	680	680	0	0						
13/04/2022	Szampion	Z	093-96-93-428	274	4676	657,6	657,6	0	0						
18/04/2022	Alwa	Z	093-96-93-428	440	5116	1276	1276	0	0						
22/04/2022	Gloster	Z	093-96-93-428	356	5472	1210,4	1210,4	0	0						
25/04/2022	Jonagored	Z	093-96-93-428	403	5875	1410,5	1410,5	0	0						
26/04/2022	Gloster	Z	093-96-93-428	338	6213	1149,2	1149,2	0	0						
27/04/2022	Szampion	Z	093-96-93-428	383	6596	919,2	919,2	0	0						
13/05/2022	Jonagold	Z	093-96-93-428	394	6990	1339,6	1339,6	0	0						
14/05/2022	Cortland	Z	093-96-93-428	190	7180	608	608	0	0						
25/05/2022	Ligol	Z	093-96-93-428	313	7493	1064,2	1064,2	0	0						
04/06/2022	Melba	L	093-96-93-428	101	7594	272,7	272,7	0	0						
27/06/2022	Papierowka	L	093-96-93-428	132	7726	422,4	422,4	0	0						
27/06/2022	Reneta	J	093-96-93-428	181	7907	633,5	633,5	0	0						
14/07/2022	Melba	L	093-96-93-428	373	8280	1007,1	1007,1	0	0						
20/07/2022	Papierowka	L	093-96-93-428	352	8632	1126,4	1126,4	0	0						
22/07/2022	Papierowka	L	093-96-93-428	262	8894	838,4	838,4	0	0						
27/07/2022	Reneta	J	093-96-93-428	40	8934	140	140	0	0						
01/08/2022	Papierowka	L	093-96-93-428	317	9251	1014,4	1014,4	0	0						
04/08/2022	Reneta	J	093-96-93-428	283	9534	990,5	990,5	0	0						
09/08/2022	Papierowka	L	093-96-93-428	300	9834	960	960	0	0						
22/08/2022	Reneta	J	093-96-93-428	219	10053	766,5	766,5	0	0						
22/08/2022	Reneta	J	093-96-93-428	201	10254	703,5	703,5	0	0						
22/08/2022	Melba	L	093-96-93-428	387	10641	1044,9	1044,9	0	0						
07/09/2022	Kosztela	J	093-96-93-428	358	10999	895	895	0	0						
12/09/2022	Reneta	J	093-96-93-428	401	11400	1403,5	1403,5	0	0						
28/09/2022	Kosztela	J	093-96-93-428	289	11689	722,5	722,5	0	0						
29/09/2022	Reneta	J	093-96-93-428	494	12183	1729	1729	0	0						
14/10/2022	Reneta	J	093-96-93-428	458	12641	1603	1603	0	0						
17/10/2022	Reneta	J	093-96-93-428	38	12679	133	133	0	0						
18/10/2022	Antonowka	J	093-96-93-428	308	12987	985,6	985,6	0	0						
19/10/2022	Reneta	J	093-96-93-428	52	13039	182	182	0	0						
21/10/2022	Delikates	J	093-96-93-428	87	13126	278,4	278,4	0	0						
27/10/2022	Kosztela	J	093-96-93-428	405	13531	1012,5	1012,5	0	0						
27/10/2022	Kosztela	J	093-96-93-428	361	13892	902,5	902,5	0	0						
07/11/2022	Antonowka	J	093-96-93-428	488	14380	1561,6	1561,6	0	0						
09/11/2022	Lobo	J	093-96-93-428	244	14624	610	610	0	0						
17/11/2022	Delikates	J	093-96-93-428	469	15093	1500,8	1477,35	23,45	1						
19/11/2022	Lobo	J	093-96-93-428	396	15489	990	970,2	19,8	1						
24/11/2022	Reneta	J	093-96-93-428	257	15746	899,5	886,65	12,85	1						
28/11/2022	Kosztela	J	093-96-93-428	118	15864	295	289,1	5,9	1						
01/12/2022	Gloster	Z	093-96-93-428	458	16322	1557,2	1534,3	22,9	1						
05/12/2022	Jonagold	Z	093-96-93-428	540	16862	1836	1809	27	1						
08/12/2022	Gloster	Z	093-96-93-428	322	17184	1094,8	1078,7	16,1	1						
10/12/2022	Szampion	Z	093-96-93-428	382	17566	916,8	897,7	19,1	1						
03/01/2022	Idared	Z	102-48-01-310	159	159	540,6	540,6	0	0						
04/01/2022	Gloster	Z	102-48-01-310	110	269	374	374	0	0						
08/01/2022	Gloster	Z	102-48-01-310	11	280	37,4	37,4	0	0						
10/01/2022	Alwa	Z	102-48-01-310	323	603	936,7	936,7	0	0						
18/01/2022	Ligol	Z	102-48-01-310	419	1022	1424,6	1424,6	0	0						
19/01/2022	Cortland	Z	102-48-01-310	111	1133	355,2	355,2	0	0						
24/01/2022	Gloster	Z	102-48-01-310	132	1265	448,8	448,8	0	0						
24/01/2022	Idared	Z	102-48-01-310	339	1604	1152,6	1152,6	0	0						
09/02/2022	Cortland	Z	102-48-01-310	333	1937	1065,6	1065,6	0	0						
10/02/2022	Alwa	Z	102-48-01-310	46	1983	133,4	133,4	0	0						
22/02/2022	Ligol	Z	102-48-01-310	316	2299	1074,4	1074,4	0	0						
01/03/2022	Gloster	Z	102-48-01-310	466	2765	1584,4	1584,4	0	0						
25/03/2022	Idared	Z	102-48-01-310	32	2797	108,8	108,8	0	0						
29/03/2022	Alwa	Z	102-48-01-310	18	2815	52,2	52,2	0	0						
04/04/2022	Ligol	Z	102-48-01-310	33	2848	112,2	112,2	0	0						
05/04/2022	Jonagold	Z	102-48-01-310	400	3248	1360	1360	0	0						
06/04/2022	Jonagored	Z	102-48-01-310	230	3478	805	805	0	0						
08/04/2022	Alwa	Z	102-48-01-310	470	3948	1363	1363	0	0						
14/04/2022	Gloster	Z	102-48-01-310	427	4375	1451,8	1451,8	0	0						
14/04/2022	Idared	Z	102-48-01-310	155	4530	527	527	0	0						
18/04/2022	Gala	Z	102-48-01-310	359	4889	1220,6	1220,6	0	0						
21/04/2022	Szampion	Z	102-48-01-310	422	5311	1012,8	1012,8	0	0						
23/04/2022	Jonagored	Z	102-48-01-310	580	5891	2030	2030	0	0						
27/04/2022	Ligol	Z	102-48-01-310	177	6068	601,8	601,8	0	0						
09/05/2022	Ligol	Z	102-48-01-310	47	6115	159,8	159,8	0	0						
10/05/2022	Szampion	Z	102-48-01-310	172	6287	412,8	412,8	0	0						
16/05/2022	Gloster	Z	102-48-01-310	458	6745	1557,2	1557,2	0	0						
21/05/2022	Szampion	Z	102-48-01-310	381	7126	914,4	914,4	0	0						
04/06/2022	Melba	L	102-48-01-310	300	7426	810	810	0	0						
23/06/2022	Melba	L	102-48-01-310	345	7771	931,5	931,5	0	0						
07/07/2022	Reneta	J	102-48-01-310	182	7953	637	637	0	0						
29/07/2022	Melba	L	102-48-01-310	18	7971	48,6	48,6	0	0						
08/08/2022	Papierowka	L	102-48-01-310	173	8144	553,6	553,6	0	0						
26/08/2022	Papierowka	L	102-48-01-310	335	8479	1072	1072	0	0						
05/09/2022	Antonowka	J	102-48-01-310	461	8940	1475,2	1475,2	0	0						
05/09/2022	Lobo	J	102-48-01-310	437	9377	1092,5	1092,5	0	0						
05/09/2022	Delikates	J	102-48-01-310	211	9588	675,2	675,2	0	0						
15/09/2022	Kosztela	J	102-48-01-310	345	9933	862,5	862,5	0	0						
17/09/2022	Reneta	J	102-48-01-310	299	10232	1046,5	1046,5	0	0						
17/09/2022	Reneta	J	102-48-01-310	126	10358	441	441	0	0						
19/09/2022	Reneta	J	102-48-01-310	303	10661	1060,5	1060,5	0	0						
24/09/2022	Antonowka	J	102-48-01-310	485	11146	1552	1552	0	0						
03/10/2022	Antonowka	J	102-48-01-310	90	11236	288	288	0	0						
05/10/2022	Kosztela	J	102-48-01-310	170	11406	425	425	0	0						
08/10/2022	Kosztela	J	102-48-01-310	466	11872	1165	1165	0	0						
10/10/2022	Reneta	J	102-48-01-310	492	12364	1722	1722	0	0						
15/10/2022	Kosztela	J	102-48-01-310	346	12710	865	865	0	0						
17/10/2022	Lobo	J	102-48-01-310	57	12767	142,5	142,5	0	0						
24/10/2022	Reneta	J	102-48-01-310	478	13245	1673	1673	0	0						
27/10/2022	Kosztela	J	102-48-01-310	101	13346	252,5	252,5	0	0						
29/10/2022	Reneta	J	102-48-01-310	228	13574	798	798	0	0						
31/10/2022	Reneta	J	102-48-01-310	500	14074	1750	1750	0	0						
04/11/2022	Kosztela	J	102-48-01-310	393	14467	982,5	982,5	0	0						
14/11/2022	Kosztela	J	102-48-01-310	416	14883	1040	1040	0	0						
19/11/2022	Antonowka	J	102-48-01-310	272	15155	870,4	856,8	13,6	1						
28/11/2022	Reneta	J	102-48-01-310	497	15652	1739,5	1714,65	24,85	1						
28/11/2022	Reneta	J	102-48-01-310	393	16045	1375,5	1355,85	19,65	1						
02/12/2022	Cortland	Z	102-48-01-310	277	16322	886,4	872,55	13,85	1						
06/12/2022	Alwa	Z	102-48-01-310	263	16585	762,7	749,55	13,15	1						
12/12/2022	Szampion	Z	102-48-01-310	464	17049	1113,6	1090,4	23,2	1						
15/12/2022	Szampion	Z	102-48-01-310	578	17627	1387,2	1358,3	28,9	1						
16/12/2022	Szampion	Z	102-48-01-310	417	18044	1000,8	979,95	20,85	1						
19/12/2022	Alwa	Z	102-48-01-310	170	18214	493	484,5	8,5	1						
31/12/2022	Cortland	Z	102-48-01-310	79	18293	252,8	248,85	3,95	1						
08/01/2022	Cortland	Z	105-89-55-029	288	288	921,6	921,6	0	0						
14/01/2022	Gloster	Z	105-89-55-029	47	335	159,8	159,8	0	0						
17/01/2022	Gala	Z	105-89-55-029	583	918	1982,2	1982,2	0	0						
17/01/2022	Jonagold	Z	105-89-55-029	520	1438	1768	1768	0	0						
24/01/2022	Jonagold	Z	105-89-55-029	461	1899	1567,4	1567,4	0	0						
04/02/2022	Ligol	Z	105-89-55-029	366	2265	1244,4	1244,4	0	0						
05/02/2022	Alwa	Z	105-89-55-029	96	2361	278,4	278,4	0	0						
11/02/2022	Jonagold	Z	105-89-55-029	375	2736	1275	1275	0	0						
14/02/2022	Jonagored	Z	105-89-55-029	293	3029	1025,5	1025,5	0	0						
24/02/2022	Jonagored	Z	105-89-55-029	578	3607	2023	2023	0	0						
12/03/2022	Gloster	Z	105-89-55-029	397	4004	1349,8	1349,8	0	0						
07/04/2022	Ligol	Z	105-89-55-029	395	4399	1343	1343	0	0						
18/04/2022	Cortland	Z	105-89-55-029	271	4670	867,2	867,2	0	0						
19/04/2022	Ligol	Z	105-89-55-029	56	4726	190,4	190,4	0	0						
10/05/2022	Gala	Z	105-89-55-029	329	5055	1118,6	1118,6	0	0						
16/05/2022	Gala	Z	105-89-55-029	770	5825	2618	2618	0	0						
27/05/2022	Alwa	Z	105-89-55-029	452	6277	1310,8	1310,8	0	0						
28/05/2022	Jonagored	Z	105-89-55-029	636	6913	2226	2226	0	0						
28/05/2022	Cortland	Z	105-89-55-029	18	6931	57,6	57,6	0	0						
30/05/2022	Gloster	Z	105-89-55-029	463	7394	1574,2	1574,2	0	0						
30/05/2022	Szampion	Z	105-89-55-029	234	7628	561,6	561,6	0	0						
08/06/2022	Reneta	J	105-89-55-029	97	7725	339,5	339,5	0	0						
24/06/2022	Reneta	J	105-89-55-029	485	8210	1697,5	1697,5	0	0						
28/06/2022	Reneta	J	105-89-55-029	208	8418	728	728	0	0						
02/07/2022	Melba	L	105-89-55-029	105	8523	283,5	283,5	0	0						
13/07/2022	Reneta	J	105-89-55-029	396	8919	1386	1386	0	0						
16/07/2022	Papierowka	L	105-89-55-029	296	9215	947,2	947,2	0	0						
27/07/2022	Melba	L	105-89-55-029	435	9650	1174,5	1174,5	0	0						
30/07/2022	Melba	L	105-89-55-029	441	10091	1190,7	1190,7	0	0						
30/07/2022	Papierowka	L	105-89-55-029	22	10113	70,4	70,4	0	0						
06/08/2022	Reneta	J	105-89-55-029	259	10372	906,5	906,5	0	0						
10/08/2022	Reneta	J	105-89-55-029	291	10663	1018,5	1018,5	0	0						
22/08/2022	Papierowka	L	105-89-55-029	330	10993	1056	1056	0	0						
24/08/2022	Melba	L	105-89-55-029	445	11438	1201,5	1201,5	0	0						
31/08/2022	Melba	L	105-89-55-029	210	11648	567	567	0	0						
21/09/2022	Antonowka	J	105-89-55-029	215	11863	688	688	0	0						
22/09/2022	Lobo	J	105-89-55-029	449	12312	1122,5	1122,5	0	0						
03/10/2022	Reneta	J	105-89-55-029	423	12735	1480,5	1480,5	0	0						
17/10/2022	Lobo	J	105-89-55-029	373	13108	932,5	932,5	0	0						
19/10/2022	Antonowka	J	105-89-55-029	26	13134	83,2	83,2	0	0						
19/10/2022	Antonowka	J	105-89-55-029	347	13481	1110,4	1110,4	0	0						
26/10/2022	Kosztela	J	105-89-55-029	192	13673	480	480	0	0						
04/11/2022	Lobo	J	105-89-55-029	426	14099	1065	1065	0	0						
19/11/2022	Lobo	J	105-89-55-029	340	14439	850	850	0	0						
28/11/2022	Delikates	J	105-89-55-029	362	14801	1158,4	1158,4	0	0						
02/12/2022	Jonagored	Z	105-89-55-029	418	15219	1463	1442,1	20,9	1						
09/12/2022	Alwa	Z	105-89-55-029	462	15681	1339,8	1316,7	23,1	1						
13/12/2022	Jonagored	Z	105-89-55-029	389	16070	1361,5	1342,05	19,45	1						
13/12/2022	Gala	Z	105-89-55-029	477	16547	1621,8	1597,95	23,85	1						
16/12/2022	Cortland	Z	105-89-55-029	25	16572	80	78,75	1,25	1						
21/12/2022	Jonagored	Z	105-89-55-029	320	16892	1120	1104	16	1						
29/12/2022	Jonagored	Z	105-89-55-029	509	17401	1781,5	1756,05	25,45	1						
14/01/2022	Alwa	Z	115-65-39-258	368	368	1067,2	1067,2	0	0						
29/01/2022	Alwa	Z	115-65-39-258	299	667	867,1	867,1	0	0						
31/01/2022	Szampion	Z	115-65-39-258	197	864	472,8	472,8	0	0						
15/02/2022	Cortland	Z	115-65-39-258	294	1158	940,8	940,8	0	0						
16/02/2022	Alwa	Z	115-65-39-258	25	1183	72,5	72,5	0	0						
19/02/2022	Cortland	Z	115-65-39-258	398	1581	1273,6	1273,6	0	0						
01/03/2022	Szampion	Z	115-65-39-258	321	1902	770,4	770,4	0	0						
04/03/2022	Szampion	Z	115-65-39-258	563	2465	1351,2	1351,2	0	0						
12/03/2022	Jonagored	Z	115-65-39-258	324	2789	1134	1134	0	0						
15/03/2022	Jonagold	Z	115-65-39-258	408	3197	1387,2	1387,2	0	0						
17/03/2022	Gala	Z	115-65-39-258	709	3906	2410,6	2410,6	0	0						
26/03/2022	Gloster	Z	115-65-39-258	106	4012	360,4	360,4	0	0						
29/03/2022	Gala	Z	115-65-39-258	722	4734	2454,8	2454,8	0	0						
01/04/2022	Gloster	Z	115-65-39-258	129	4863	438,6	438,6	0	0						
04/04/2022	Gloster	Z	115-65-39-258	60	4923	204	204	0	0						
07/04/2022	Jonagold	Z	115-65-39-258	688	5611	2339,2	2339,2	0	0						
16/04/2022	Cortland	Z	115-65-39-258	79	5690	252,8	252,8	0	0						
16/04/2022	Gloster	Z	115-65-39-258	77	5767	261,8	261,8	0	0						
19/04/2022	Alwa	Z	115-65-39-258	288	6055	835,2	835,2	0	0						
28/04/2022	Idared	Z	115-65-39-258	411	6466	1397,4	1397,4	0	0						
02/05/2022	Gala	Z	115-65-39-258	797	7263	2709,8	2709,8	0	0						
03/05/2022	Gala	Z	115-65-39-258	513	7776	1744,2	1744,2	0	0						
18/05/2022	Gala	Z	115-65-39-258	697	8473	2369,8	2369,8	0	0						
04/06/2022	Melba	L	115-65-39-258	235	8708	634,5	634,5	0	0						
10/06/2022	Melba	L	115-65-39-258	321	9029	866,7	866,7	0	0						
10/06/2022	Papierowka	L	115-65-39-258	437	9466	1398,4	1398,4	0	0						
13/06/2022	Melba	L	115-65-39-258	140	9606	378	378	0	0						
18/06/2022	Papierowka	L	115-65-39-258	256	9862	819,2	819,2	0	0						
25/06/2022	Reneta	J	115-65-39-258	52	9914	182	182	0	0						
11/07/2022	Papierowka	L	115-65-39-258	353	10267	1129,6	1129,6	0	0						
16/07/2022	Papierowka	L	115-65-39-258	30	10297	96	96	0	0						
20/07/2022	Papierowka	L	115-65-39-258	498	10795	1593,6	1593,6	0	0						
27/07/2022	Melba	L	115-65-39-258	97	10892	261,9	261,9	0	0						
18/08/2022	Papierowka	L	115-65-39-258	335	11227	1072	1072	0	0						
29/08/2022	Papierowka	L	115-65-39-258	350	11577	1120	1120	0	0						
30/08/2022	Reneta	J	115-65-39-258	180	11757	630	630	0	0						
01/09/2022	Delikates	J	115-65-39-258	301	12058	963,2	963,2	0	0						
01/09/2022	Reneta	J	115-65-39-258	328	12386	1148	1148	0	0						
12/09/2022	Delikates	J	115-65-39-258	80	12466	256	256	0	0						
19/09/2022	Delikates	J	115-65-39-258	62	12528	198,4	198,4	0	0						
21/09/2022	Reneta	J	115-65-39-258	236	12764	826	826	0	0						
22/09/2022	Delikates	J	115-65-39-258	24	12788	76,8	76,8	0	0						
23/09/2022	Kosztela	J	115-65-39-258	294	13082	735	735	0	0						
31/10/2022	Antonowka	J	115-65-39-258	370	13452	1184	1184	0	0						
25/11/2022	Delikates	J	115-65-39-258	369	13821	1180,8	1180,8	0	0						
07/12/2022	Gloster	Z	115-65-39-258	402	14223	1366,8	1366,8	0	0						
10/12/2022	Gala	Z	115-65-39-258	465	14688	1581	1581	0	0						
10/12/2022	Szampion	Z	115-65-39-258	585	15273	1404	1374,75	29,25	1						
12/12/2022	Idared	Z	115-65-39-258	70	15343	238	234,5	3,5	1						
15/12/2022	Idared	Z	115-65-39-258	223	15566	758,2	747,05	11,15	1						
11/01/2022	Gloster	Z	126-55-91-375	13	13	44,2	44,2	0	0						
19/01/2022	Jonagold	Z	126-55-91-375	241	254	819,4	819,4	0	0						
24/01/2022	Idared	Z	126-55-91-375	113	367	384,2	384,2	0	0						
31/01/2022	Jonagold	Z	126-55-91-375	317	684	1077,8	1077,8	0	0						
02/02/2022	Gloster	Z	126-55-91-375	19	703	64,6	64,6	0	0						
07/02/2022	Jonagold	Z	126-55-91-375	578	1281	1965,2	1965,2	0	0						
18/02/2022	Ligol	Z	126-55-91-375	243	1524	826,2	826,2	0	0						
19/02/2022	Jonagored	Z	126-55-91-375	682	2206	2387	2387	0	0						
03/03/2022	Alwa	Z	126-55-91-375	426	2632	1235,4	1235,4	0	0						
03/03/2022	Ligol	Z	126-55-91-375	80	2712	272	272	0	0						
11/03/2022	Jonagold	Z	126-55-91-375	482	3194	1638,8	1638,8	0	0						
14/03/2022	Gala	Z	126-55-91-375	661	3855	2247,4	2247,4	0	0						
15/03/2022	Gloster	Z	126-55-91-375	393	4248	1336,2	1336,2	0	0						
29/03/2022	Gala	Z	126-55-91-375	535	4783	1819	1819	0	0						
08/04/2022	Idared	Z	126-55-91-375	101	4884	343,4	343,4	0	0						
17/05/2022	Gloster	Z	126-55-91-375	43	4927	146,2	146,2	0	0						
19/05/2022	Szampion	Z	126-55-91-375	562	5489	1348,8	1348,8	0	0						
31/05/2022	Cortland	Z	126-55-91-375	49	5538	156,8	156,8	0	0						
13/06/2022	Papierowka	L	126-55-91-375	27	5565	86,4	86,4	0	0						
15/06/2022	Reneta	J	126-55-91-375	69	5634	241,5	241,5	0	0						
17/06/2022	Papierowka	L	126-55-91-375	160	5794	512	512	0	0						
07/07/2022	Melba	L	126-55-91-375	213	6007	575,1	575,1	0	0						
08/07/2022	Melba	L	126-55-91-375	441	6448	1190,7	1190,7	0	0						
11/07/2022	Papierowka	L	126-55-91-375	149	6597	476,8	476,8	0	0						
18/07/2022	Melba	L	126-55-91-375	316	6913	853,2	853,2	0	0						
25/07/2022	Melba	L	126-55-91-375	54	6967	145,8	145,8	0	0						
04/08/2022	Papierowka	L	126-55-91-375	14	6981	44,8	44,8	0	0						
05/08/2022	Papierowka	L	126-55-91-375	54	7035	172,8	172,8	0	0						
11/08/2022	Melba	L	126-55-91-375	102	7137	275,4	275,4	0	0						
17/08/2022	Papierowka	L	126-55-91-375	30	7167	96	96	0	0						
30/08/2022	Melba	L	126-55-91-375	74	7241	199,8	199,8	0	0						
08/09/2022	Delikates	J	126-55-91-375	346	7587	1107,2	1107,2	0	0						
13/09/2022	Reneta	J	126-55-91-375	401	7988	1403,5	1403,5	0	0						
16/09/2022	Antonowka	J	126-55-91-375	475	8463	1520	1520	0	0						
17/09/2022	Lobo	J	126-55-91-375	129	8592	322,5	322,5	0	0						
21/09/2022	Kosztela	J	126-55-91-375	107	8699	267,5	267,5	0	0						
27/09/2022	Antonowka	J	126-55-91-375	88	8787	281,6	281,6	0	0						
01/10/2022	Reneta	J	126-55-91-375	174	8961	609	609	0	0						
31/10/2022	Kosztela	J	126-55-91-375	98	9059	245	245	0	0						
01/11/2022	Lobo	J	126-55-91-375	424	9483	1060	1060	0	0						
03/11/2022	Reneta	J	126-55-91-375	169	9652	591,5	591,5	0	0						
18/11/2022	Antonowka	J	126-55-91-375	325	9977	1040	1040	0	0						
21/11/2022	Reneta	J	126-55-91-375	424	10401	1484	1484	0	0						
28/11/2022	Lobo	J	126-55-91-375	476	10877	1190	1190	0	0						
28/11/2022	Antonowka	J	126-55-91-375	374	11251	1196,8	1196,8	0	0						
29/11/2022	Antonowka	J	126-55-91-375	271	11522	867,2	867,2	0	0						
01/12/2022	Ligol	Z	126-55-91-375	446	11968	1516,4	1516,4	0	0						
05/12/2022	Ligol	Z	126-55-91-375	79	12047	268,6	268,6	0	0						
15/12/2022	Ligol	Z	126-55-91-375	335	12382	1139	1139	0	0						
16/12/2022	Gala	Z	126-55-91-375	645	13027	2193	2193	0	0						
26/12/2022	Idared	Z	126-55-91-375	75	13102	255	255	0	0						
03/01/2022	Jonagold	Z	128-29-15-591	470	470	1598	1598	0	0						
17/01/2022	Jonagold	Z	128-29-15-591	430	900	1462	1462	0	0						
31/01/2022	Szampion	Z	128-29-15-591	321	1221	770,4	770,4	0	0						
01/02/2022	Ligol	Z	128-29-15-591	310	1531	1054	1054	0	0						
02/02/2022	Szampion	Z	128-29-15-591	559	2090	1341,6	1341,6	0	0						
05/02/2022	Ligol	Z	128-29-15-591	388	2478	1319,2	1319,2	0	0						
24/02/2022	Ligol	Z	128-29-15-591	418	2896	1421,2	1421,2	0	0						
25/02/2022	Alwa	Z	128-29-15-591	133	3029	385,7	385,7	0	0						
01/03/2022	Idared	Z	128-29-15-591	100	3129	340	340	0	0						
03/03/2022	Alwa	Z	128-29-15-591	488	3617	1415,2	1415,2	0	0						
07/03/2022	Cortland	Z	128-29-15-591	85	3702	272	272	0	0						
08/03/2022	Szampion	Z	128-29-15-591	129	3831	309,6	309,6	0	0						
14/03/2022	Gala	Z	128-29-15-591	506	4337	1720,4	1720,4	0	0						
17/03/2022	Gala	Z	128-29-15-591	327	4664	1111,8	1111,8	0	0						
05/04/2022	Ligol	Z	128-29-15-591	374	5038	1271,6	1271,6	0	0						
28/04/2022	Cortland	Z	128-29-15-591	122	5160	390,4	390,4	0	0						
30/04/2022	Alwa	Z	128-29-15-591	255	5415	739,5	739,5	0	0						
02/05/2022	Szampion	Z	128-29-15-591	463	5878	1111,2	1111,2	0	0						
03/05/2022	Cortland	Z	128-29-15-591	266	6144	851,2	851,2	0	0						
09/05/2022	Idared	Z	128-29-15-591	80	6224	272	272	0	0						
11/05/2022	Jonagold	Z	128-29-15-591	402	6626	1366,8	1366,8	0	0						
11/05/2022	Ligol	Z	128-29-15-591	393	7019	1336,2	1336,2	0	0						
27/05/2022	Idared	Z	128-29-15-591	433	7452	1472,2	1472,2	0	0						
30/05/2022	Idared	Z	128-29-15-591	294	7746	999,6	999,6	0	0						
